model,task,repeat,arm,attempt,passed,failure_stage,detail,deck,record
qwen38,eda_027,3,full,2,False,specification,"condition 1: measured=1362.3124, target=1000, relative tolerance=0.2; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 1: X_PART1 DC: positive input (0)=0 V, negative input (NINV)=0.0142332 V, supplies=0 to 5 V, output (OUT)=0.0284512 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_2/submitted.cir,records/units/qwen38/eda_027/3/full/record.json
qwen38,eda_027,3,full,3,False,specification,"condition 1: measured=1362.3124, target=1000, relative tolerance=0.2; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 1: X_PART1 DC: positive input (0)=0 V, negative input (NINV)=0.0142332 V, supplies=0 to 5 V, output (OUT)=0.0284512 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_3/submitted.cir,records/units/qwen38/eda_027/3/full/record.json
qwen38,eda_027,3,spicepilot,1,False,specification,"condition 1: measured=2491.9152, target=1000, relative tolerance=0.2; acceptance condition: abs(measured-target) <= tolerance*abs(target)
condition 1: XU1 DC: positive input (0)=0 V, negative input (NINV)=0.00462709 V, supplies=0 to 5 V, output (OUT)=0.0730258 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_1/sandbox/submitted.cir,records/units/qwen38/eda_027/3/spicepilot/record.json
qwen38,eda_027,3,spicepilot,2,False,,,,records/units/qwen38/eda_027/3/spicepilot/record.json
qwen38,eda_027,3,spicepilot,3,False,,,,records/units/qwen38/eda_027/3/spicepilot/record.json
qwen38,eda_037,1,analogcoder,1,False,,,,records/units/qwen38/eda_037/1/analogcoder/record.json
qwen38,eda_037,1,analogcoder,2,False,,,,records/units/qwen38/eda_037/1/analogcoder/record.json
qwen38,eda_037,1,analogcoder,3,False,,,,records/units/qwen38/eda_037/1/analogcoder/record.json
qwen38,eda_037,1,direct,1,False,simulation,"opamp_nmos_sense_loop: required topology not found
condition 1: ngspice return code 1; numeric trace was not produced
Too many parameters for subcircuit type ""lm2904"" (instance: xx1)
Simulation interrupted due to error!
Note: No "".plot"", "".print"", or "".fourier"" lines; no simulations run
VLOAD actual terminals: positive=VLED_ANODE, negative=OUT.
D1 LED actual terminals: anode=VCC, cathode=VLED_ANODE.
M1 terminals: drain=OUT, gate=GATE, source=VSNS, bulk=B.
Check the source/emitter-to-ground sense resistor and negative feedback from its upper node. Component names do not create node connections.
condition 1: Op-amp DC diagnostic unavailable: no supported bounded op-amp terminal set",attempt_1/submitted.cir,records/units/qwen38/eda_037/1/direct/record.json
qwen38,eda_037,1,direct,2,False,simulation,"opamp_nmos_sense_loop: required topology not found
condition 1: ngspice return code 1; numeric trace was not produced
Too few parameters for subcircuit type ""lm2904"" (instance: xx1)
Simulation interrupted due to error!
Note: No "".plot"", "".print"", or "".fourier"" lines; no simulations run
VLOAD actual terminals: positive=VLOAD, negative=OUT.
DLED LED actual terminals: anode=VCC, cathode=VLOAD.
M1 terminals: drain=OUT, gate=GATE, source=0, bulk=EDA_NMOS.
Check the source/emitter-to-ground sense resistor and negative feedback from its upper node. Component names do not create node connections.
condition 1: Op-amp DC diagnostic unavailable: no supported bounded op-amp terminal set",attempt_2/submitted.cir,records/units/qwen38/eda_037/1/direct/record.json
qwen38,eda_037,1,direct,3,False,specification,"opamp_nmos_sense_loop: required topology not found
condition 1: measured=4.8823574e-17, target=0.02, relative tolerance=0.3; acceptance condition: abs(measured-target) <= tolerance*abs(target)
VLOAD actual terminals: positive=VLOAD, negative=OUT.
No unbranched forward LED chain connects from VCC to the positive terminal of VLOAD. Check this series supply path.
DLED LED actual terminals: anode=VLOAD, cathode=VCC.
M1 terminals: drain=VCC, gate=GATE, source=OUT, bulk=0.
Check the source/emitter-to-ground sense resistor and negative feedback from its upper node. Component names do not create node connections.
condition 1: X1 DC: positive input (GATE)=32767.9 V, negative input (RSENSE_NODE)=32768 V, supplies=0 to 6.04037 V, output (VCC)=12 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_3/submitted.cir,records/units/qwen38/eda_037/1/direct/record.json
qwen38,eda_037,1,full,1,True,,,attempt_1/submitted.cir,records/units/qwen38/eda_037/1/full/record.json
qwen38,eda_037,1,spicepilot,1,False,,,,records/units/qwen38/eda_037/1/spicepilot/record.json
qwen38,eda_037,1,spicepilot,2,False,,,,records/units/qwen38/eda_037/1/spicepilot/record.json
qwen38,eda_037,1,spicepilot,3,False,,,,records/units/qwen38/eda_037/1/spicepilot/record.json
qwen38,eda_037,2,analogcoder,1,False,,,,records/units/qwen38/eda_037/2/analogcoder/record.json
qwen38,eda_037,2,analogcoder,2,False,simulation,"opamp_nmos_sense_loop: required topology not found
condition 1: ngspice return code 0; numeric trace was not produced
Error: no such function as i,
or i(VLOAD) is not available.
ngspice-36 done
The required series current probe VLOAD is missing.
MM1 terminals: drain=OUT, gate=U1_OUT, source=VSENSE, bulk=VSENSE.
Check the source/emitter-to-ground sense resistor and negative feedback from its upper node. Component names do not create node connections.
condition 1: XU1 DC: positive input (VREF)=0.200199 V, negative input (VSENSE)=0.202081 V, supplies=0 to 5 V, output (U1_OUT)=1.39846 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_2/sandbox/submitted.cir,records/units/qwen38/eda_037/2/analogcoder/record.json
qwen38,eda_037,2,direct,1,False,simulation,"opamp_nmos_sense_loop: required topology not found
condition 1: ngspice return code 0; numeric trace was not produced
Error: no such function as i,
or i(VLOAD) is not available.
ngspice-36 done
The required series current probe VLOAD is missing.
Check the source/emitter-to-ground sense resistor and negative feedback from its upper node. Component names do not create node connections.
condition 1: Op-amp DC diagnostic unavailable: no supported bounded op-amp terminal set",attempt_1/submitted.cir,records/units/qwen38/eda_037/2/direct/record.json
qwen38,eda_037,2,direct,2,False,parse,submitted deck contains an unterminated .control block,attempt_2/submitted.cir,records/units/qwen38/eda_037/2/direct/record.json
qwen38,eda_037,2,direct,3,False,specification,"opamp_nmos_sense_loop: required topology not found
condition 1: measured=0.18640956, target=0.02, relative tolerance=0.3; acceptance condition: abs(measured-target) <= tolerance*abs(target)
VLOAD actual terminals: positive=OUT, negative=6.
VLOAD negative terminal must connect to the pass-device drain/collector at OUT, not ground.
No unbranched forward LED chain connects from VCC to the positive terminal of VLOAD. Check this series supply path.
DLED LED actual terminals: anode=1, cathode=6.
M1 terminals: drain=OUT, gate=5, source=3, bulk=0.
Check the source/emitter-to-ground sense resistor and negative feedback from its upper node. Component names do not create node connections.
condition 1: XU1 DC: positive input (4)=9.34746 V, negative input (3)=9.32048 V, supplies=0 to 12 V, output (2)=10.9959 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_3/submitted.cir,records/units/qwen38/eda_037/2/direct/record.json
qwen38,eda_037,2,full,1,False,simulation,"opamp_nmos_sense_loop: required topology not found
condition 1: ngspice return code 1; numeric trace was not produced
Error on line 11 :
m_part2 out gate sense eda_nmos w=10u l=1u
not enough nodes
Simulation interrupted due to error!
Note: No "".plot"", "".print"", or "".fourier"" lines; no simulations run
VLOAD actual terminals: positive=OUT, negative=DLED.
VLOAD negative terminal must connect to the pass-device drain/collector at OUT, not ground.
DLED LED actual terminals: anode=VCC, cathode=OUT.
M_PART2 terminals: drain=OUT, gate=GATE, source=SENSE, bulk=EDA_NMOS.
Check the source/emitter-to-ground sense resistor and negative feedback from its upper node. Component names do not create node connections.
condition 1: Op-amp DC diagnostic unavailable: operating point unavailable or required unreliable solver recovery",attempt_1/submitted.cir,records/units/qwen38/eda_037/2/full/record.json
qwen38,eda_037,2,full,2,False,specification,"opamp_nmos_sense_loop: required topology not found
condition 1: measured=0, target=0.02, relative tolerance=0.3; acceptance condition: abs(measured-target) <= tolerance*abs(target)
VLOAD actual terminals: positive=OUT, negative=DLED.
VLOAD negative terminal must connect to the pass-device drain/collector at OUT, not ground.
DLED LED actual terminals: anode=VCC, cathode=OUT.
M_PART2 terminals: drain=OUT, gate=GATE, source=SENSE, bulk=0.
Check the source/emitter-to-ground sense resistor and negative feedback from its upper node. Component names do not create node connections.
condition 1: X_PART1 DC: positive input (VREF)=1.00047 V, negative input (SENSE)=1.00221 V, supplies=0 to 12 V, output (GATE)=2.19415 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_2/submitted.cir,records/units/qwen38/eda_037/2/full/record.json
qwen38,eda_037,2,full,3,False,specification,"opamp_nmos_sense_loop: required topology not found
condition 1: measured=0, target=0.02, relative tolerance=0.3; acceptance condition: abs(measured-target) <= tolerance*abs(target)
VLOAD actual terminals: positive=OUT, negative=DLED.
VLOAD negative terminal must connect to the pass-device drain/collector at OUT, not ground.
DLED LED actual terminals: anode=VCC, cathode=OUT.
M_PART2 terminals: drain=OUT, gate=GATE, source=SENSE, bulk=0.
Check the source/emitter-to-ground sense resistor and negative feedback from its upper node. Component names do not create node connections.
condition 1: X_PART1 DC: positive input (VREF)=1.00047 V, negative input (SENSE)=1.00221 V, supplies=0 to 12 V, output (GATE)=2.19415 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_3/submitted.cir,records/units/qwen38/eda_037/2/full/record.json
qwen38,eda_037,2,spicepilot,1,False,,,,records/units/qwen38/eda_037/2/spicepilot/record.json
qwen38,eda_037,2,spicepilot,2,False,,,,records/units/qwen38/eda_037/2/spicepilot/record.json
qwen38,eda_037,2,spicepilot,3,True,,,attempt_3/sandbox/submitted.cir,records/units/qwen38/eda_037/2/spicepilot/record.json
qwen38,eda_037,3,analogcoder,1,False,,,,records/units/qwen38/eda_037/3/analogcoder/record.json
qwen38,eda_037,3,analogcoder,2,False,,,,records/units/qwen38/eda_037/3/analogcoder/record.json
qwen38,eda_037,3,analogcoder,3,False,specification,"opamp_nmos_sense_loop: required topology not found
VLOAD actual terminals: positive=VCC, negative=OUT.
No unbranched forward LED chain connects from VCC to the positive terminal of VLOAD. Check this series supply path.
MM1 terminals: drain=OUT, gate=GATE_M1, source=S_M1, bulk=S_M1.
Check the source/emitter-to-ground sense resistor and negative feedback from its upper node. Component names do not create node connections.
condition 1: XU1 DC: positive input (VREF)=0.204091 V, negative input (S_M1)=0.205973 V, supplies=0 to 5 V, output (GATE_M1)=1.40424 V. Check input common-mode range and output headroom against these measured voltages; DC bias alone does not verify the AC reference impedance or closed-loop gain.",attempt_3/sandbox/submitted.cir,records/units/qwen38/eda_037/3/analogcoder/record.json
